Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
1.0,3.0,116.0,Suburbann,62.0,,False,Gas,False,True,2021-12-21,Yellow,,False,Good,Good,Good,Excellent,14.0,3.25,,8T5VU Steel IM8 Window,177.45739
2.0,2.0,74.0,Rural,26.0,None,False,Oil,True,True,2022-09-15,Gray,Lukas,False,Excellent,Good,Excellent,Poor,6.0,1.51,120.0,VEYER Aluminum 55HBE Window,249.54493
,,,,,,,,,,,,,,,,,,,,,,
2.0,,61.0,Suburban,24.0,None,False,Gas,True,False,2020-05-24,Green,,False,Good,Good,Poor,Excellent,6.0,1.93,61.0,140YDA Aluminum KZ79LO Window,61.58074
1.0,2.0,109.0,Suburbann,28.0,None,True,Electric,False,True,2024-03-23,White,Martin,False,Good,Good,Good,Poor,6.0,1.44,,D9HU0A Aluminum 7BS9V,85.64588
2.0,2.0,60.0,Suburbann,53.0,Poor,,Electric,False,True,2023-12-21,Gray,Daniel,False,Good,Poor,Poor,Excellent,14.0,1.63,,Wood 8AJR7 Window,100.72973
2.0,1.0,125.0,Rural,,Poor,False,Electricity,True,False,2022-05-20,Green,Sandra,False,Good,Excellent,Good,Good,14.0,2.73,74.4,DHTP Steel 6V8S,330.32856
3.0,3.0,106.0,Rural,,None,,Gas,False,False,2020-03-14,Yellow,,False,Poor,Good,Poor,Excellent,6.0,1.62,106.0,25WBU6 Steel 26B9IL Window,285.97321
1.0,3.0,133.0,Urban,69.0,None,False,Gas,False,False,2020-10-11,Yellow,Denis,False,Good,Excellent,Good,Good,6.0,2.03,,XXQX0 Wood KWO1DMA Window,196.39321
1.0,,39.0,Urban,38.0,Good,True,Oil Heating,False,True,2020-05-17,,Johanna,False,Poor,Excellent,Excellent,Good,16.0,2.43,,DPFS15W Wood GXV,171.49159
1.0,1.0,38.0,Rural,47.0,None,True,Oil Heating,True,True,2022-04-30,Gray,Daniel,False,Excellent,Good,Good,Good,6.0,2.09,60.8,Aluminum 1G4VEY Window,148.98223
2.0,1.0,81.0,Suburbann,36.0,None,True,Gas,True,False,2020-06-29,White,,False,Excellent,Poor,Good,Excellent,6.0,2.4,81.0,DZ90AI2 Aluminum WNA Window,71.56734
1.0,1.0,36.0,Urban,,,False,Gas,True,True,2021-01-20,White,,False,Good,Poor,Good,Good,6.0,2.07,35.0,JP1U0O Steel 5NNVRAL Window,167.49053
2.0,3.0,114.0,Suburbann,62.0,Poor,,Electric,True,True,2021-05-05,Gray,,False,Good,Good,Good,Good,14.0,1.83,,UZG473A Steel Q05ZKJ Window,165.28433
2.0,,114.0,Suburban,54.0,Excellent,True,Gas,True,False,2020-10-03,,Natalie,False,Good,Good,Poor,Good,46.0,1.06,,YCR Wood 0M8,160.03556
1.0,1.0,28.0,Rural,52.0,,True,Gas,False,True,2023-11-21,Green,,False,Excellent,Poor,Poor,Good,14.0,2.04,,Aluminum TOYUK Window,112.96806
1.0,1.0,113.0,Suburbann,59.0,,False,Electricity,True,True,2021-06-25,Green,,False,Good,Poor,Good,Good,46.0,1.94,67.2,EP9LP Aluminum CU54GJ Window,141.09064
2.0,1.0,79.0,,,None,False,Oil Heating,False,True,2020-11-09,Yellow,Laura,False,Good,Good,Excellent,Excellent,6.0,4.48,,LOI3WO Steel 9NXTZ Window,151.77749
1.0,2.0,-574.0,Urban,60.0,Good,True,Oil Heating,True,True,2022-10-28,Yellow,,False,Poor,Excellent,Good,Good,16.0,4.59,144.0,Steel UUKS Window,315.76858
1.0,4.0,139.0,Suburbann,13.0,,False,Gas,False,True,2023-01-13,Yellow,Martin,False,Good,Poor,Excellent,Excellent,6.0,3.35,139.0,Wood LWJOH48,166.27914
3.0,,117.0,Rural,68.0,None,False,Electric,False,True,2021-09-16,Green,Florian,False,Good,Good,Good,Good,6.0,3.24,70.2,OUC2 Steel 5W20,351.71071
2.0,1.0,93.0,Suburbann,56.0,,True,Electric,True,True,2020-10-26,Green,,False,Excellent,Good,Good,Excellent,16.0,2.33,,CIQ2A Steel Z2BWCNB Window,157.44352
3.0,3.0,101.0,Urban,52.0,Good,True,Electric,True,False,2020-10-11,Green,Andreas,False,Poor,Good,Good,Good,16.0,1.9,60.0,TKAO93F Wood WWKTV Window,182.81007
5.0,5.0,131.0,Rural,60.0,None,False,Oil,True,False,2022-04-23,Yellow,Sandra,False,Poor,Excellent,Excellent,Excellent,6.0,3.23,,Steel IS5KA Window,450.22356
1.0,1.0,55.0,Suburbann,17.0,Good,False,Electric,False,True,2023-12-24,Green,Maria,False,Good,Good,Good,Poor,16.0,2.57,33.6,Wood F8QMGHC,104.53298
,,45.0,Suburban,35.0,None,False,Oil,False,False,2022-08-15,,,False,Good,Excellent,Excellent,Good,6.0,2.13,,YHNJ05 Steel Y86UAN Window,108.79625
3.0,3.0,107.0,Rural,41.0,,True,Oil Heating,True,False,2022-04-22,White,Denis,False,Poor,Excellent,Excellent,Good,6.0,1.98,171.2,IKXTXZ Steel O8KV2L Window,386.94185
1.0,1.0,42.0,Urban,46.0,Good,,Oil,False,True,2021-06-23,Yellow,,False,Good,Good,Good,Poor,16.0,4.17,65.6,Aluminum 280BOU6 Window,115.5074
1.0,1.0,23.0,Rural,,,False,Electricity,False,False,2022-09-25,White,Natalie,False,Good,Good,Excellent,Excellent,16.0,1.42,,Aluminum WBBJO,94.79546
1.0,,60.0,Rural,64.0,,False,Oil Heating,False,True,2022-04-07,Gray,,False,Good,Good,Excellent,Excellent,6.0,2.58,92.8,TMM Wood W93X Window,247.80235
1.0,3.0,128.0,Rural,53.0,,True,Oil,False,True,2021-11-02,Yellow,Martin,False,Good,Good,Poor,Poor,6.0,2.86,,Aluminum 46G3Y Window,305.45048
1.0,3.0,122.0,Urban,66.0,,False,Electricity,False,False,2021-10-28,Green,,False,Excellent,Excellent,Poor,Poor,46.0,1.7,73.2,Aluminum Q99UOJ,206.82483
,1.0,37.0,Suburban,39.0,Good,True,Electric,False,True,2022-05-19,Yellow,,False,Good,Good,Good,Good,16.0,2.05,22.8,8WMUQK Aluminum CHTX,59.86132
1.0,,116.0,Urban,-2.0,None,False,Oil,False,True,2020-08-28,Yellow,,False,Good,Good,Good,Good,6.0,2.91,,FQM Aluminum R3Z849,215.8349
2.0,2.0,119.0,Rural,,None,False,Gas,True,False,2021-06-16,,Denis,False,Good,Poor,Excellent,Good,6.0,2.0,,Steel C8T3OLI Window,321.70492
2.0,1.0,111.0,Urban,33.0,Good,,Gas,False,True,2022-07-23,Yellow,,False,Excellent,Good,Good,Excellent,16.0,3.15,,UZQ3M Steel 3V4BC0A,314.19133
2.0,,144.0,Rural,39.0,None,,Gas,True,True,2021-09-30,,Roman,False,Excellent,Good,Good,Excellent,6.0,3.04,145.0,Aluminum 3WD3QU Window,321.92244
1.0,,45.0,Rural,,None,False,Oil,False,True,2021-02-12,Gray,Daniel,False,Good,Good,Good,Poor,6.0,2.28,,Wood C530JZZ Window,179.62239
1.0,1.0,43.0,Suburbann,43.0,,False,Gas,False,True,2023-11-28,Gray,Natalie,False,Good,Poor,Good,Good,6.0,1.9,43.0,Steel 5YW0ON9 Window,112.28702
1.0,,41.0,Suburbann,51.0,None,False,Electricity,False,True,2023-08-03,Yellow,,False,Excellent,Excellent,Excellent,Excellent,6.0,1.8,24.0,Wood ZCJWF Window,87.9964
4.0,,150.0,Rural,,None,False,Oil,False,True,2020-09-26,Gray,Roman,False,Excellent,Good,Good,Excellent,6.0,2.06,238.4,TN59P95 Wood 4OU Window,432.95613
2.0,2.0,59.0,Rural,15.0,,False,Oil,False,True,2023-03-25,White,Daniel,False,Good,Excellent,Excellent,Excellent,46.0,1.53,,Wood 9G8H5 Window,446.39115
,5.0,149.0,Suburbann,48.0,,False,Gas,True,True,2022-12-28,Green,Andreas,False,Good,Poor,Excellent,Excellent,6.0,2.65,,Aluminum FECDU0N,144.7133
1.0,,57.0,Suburban,52.0,Poor,,Gas,True,True,2020-09-06,,Martin,False,Good,Poor,Poor,Excellent,14.0,2.41,,Aluminum Z81I Window,70.56903
1.0,1.0,40.0,Suburbann,25.0,None,,Oil,False,True,2023-09-26,Yellow,Lukas,False,Good,Excellent,Excellent,Excellent,6.0,4.96,65.6,LVIN Steel 4Y5M,136.72543
1.0,1.0,64.0,Rural,41.0,,True,Oil Heating,False,True,2020-12-09,Gray,Lukas,False,Good,Good,Good,Good,14.0,2.85,-356.0,Steel 8PRSTB Window,340.72189
1.0,1.0,38.0,Suburbann,42.0,,False,Oil,False,True,2022-04-07,Yellow,,False,Good,Good,Poor,Poor,14.0,4.26,60.8,Aluminum D8ZYS Window,59.6759
2.0,2.0,92.0,Rural,46.0,Good,,Oil Heating,False,True,2022-12-05,White,Daniel,False,Excellent,Good,Poor,Good,16.0,1.55,145.6,D13SS Steel PFOAF,440.39703
4.0,,139.0,Urban,62.0,Good,False,Gas,False,True,2020-01-31,Green,Denis,False,Good,Good,Good,Good,16.0,2.04,137.0,J331 Wood 4BC Window,273.13105
,,124.0,Rural,45.0,,,Oil Heating,False,True,2020-01-18,Yellow,Maria,False,Poor,Excellent,Poor,Good,6.0,2.2,,K4FENB1 Steel AI8J9,426.39407
2.0,1.0,88.0,Suburbann,23.0,None,False,Electricity,True,True,2023-10-22,White,Natalie,False,Good,Good,Poor,Poor,6.0,1.92,51.6,LOSHB32 Steel 91IL04 Window,140.27035
1.0,1.0,119.0,Suburban,30.0,Excellent,,Oil Heating,False,False,2020-06-14,Yellow,,False,Excellent,Good,Excellent,Good,46.0,3.39,190.4,Steel 139FQB4 Window,206.05195
2.0,,70.0,Urban,66.0,Excellent,False,Electric,True,True,2022-10-11,Yellow,Stefan,False,Good,Excellent,Excellent,Excellent,46.0,4.28,,WUT0 Aluminum KEO,235.91967
2.0,2.0,73.0,Rural,49.0,None,False,Oil Heating,False,False,2022-01-09,Yellow,,False,Excellent,Poor,Good,Good,6.0,4.8,,Steel 359VRCN Window,296.36605
5.0,,142.0,Urban,30.0,None,,Oil,False,True,2021-12-07,White,Natalie,False,Good,Good,Excellent,Excellent,6.0,2.3,,JDOUVR Wood JL1,334.10207
2.0,1.0,91.0,Urban,58.0,None,True,Electricity,True,True,2022-06-03,Green,,False,Good,Good,Good,Poor,6.0,3.19,,K08RBQ Wood 8DAY6J,174.75451
,5.0,140.0,Urban,57.0,Good,,Oil Heating,True,False,2022-11-11,,,False,Excellent,Good,Good,Poor,16.0,2.73,225.6,Steel 2W94,351.20087
1.0,1.0,59.0,Rural,19.0,,False,Oil Heating,True,False,2021-12-22,Green,,False,Excellent,Excellent,Good,Excellent,46.0,2.53,,Wood J9TPWXW Window,356.92534
2.0,3.0,119.0,Suburban,61.0,None,,Gas,False,True,2023-01-29,White,Johanna,False,Excellent,Poor,Good,Good,6.0,1.93,118.0,MFP0I Aluminum 49BY2ZM,108.05531
1.0,2.0,59.0,Rural,10.0,None,True,Electricity,False,True,2020-06-13,Yellow,,False,Good,Excellent,Excellent,Poor,6.0,1.59,36.0,W1RFIPD Steel IKC7X Window,282.70442
3.0,3.0,125.0,Rural,41.0,None,,Oil,True,True,2020-05-15,Green,,False,Excellent,Excellent,Good,Good,6.0,3.4,201.6,Wood 1FPQ6N5,419.36075
1.0,1.0,58.0,Suburbann,18.0,None,False,Electric,False,True,2024-02-14,Green,Daniel,False,Good,Poor,Excellent,Poor,6.0,3.31,34.8,Wood 0SHOH Window,1746.0102000000002
1.0,1.0,29.0,Suburbann,,Poor,False,Oil Heating,False,True,2021-01-15,White,Daniel,False,Excellent,Excellent,Poor,Good,14.0,2.94,48.0,EHO Aluminum 689 Window,55.09377
4.0,4.0,148.0,Rural,,Good,False,Oil Heating,False,False,2021-01-01,Green,Theresa,False,Good,Good,Good,Poor,16.0,3.26,,Steel 5VO17L Window,449.47079
1.0,,95.0,Suburbann,35.0,,False,Electricity,True,True,2021-06-21,Green,,False,Good,Good,Excellent,Excellent,16.0,2.05,,RDKL Wood 5X7 Window,131.99958
2.0,2.0,95.0,Urban,63.0,None,False,Electric,True,True,2022-05-05,Green,Stefan,False,Excellent,Poor,Excellent,Excellent,6.0,3.07,,Steel K0FAF5 Window,251.4986
2.0,1.0,68.0,Urban,25.0,Good,False,Oil Heating,False,True,2022-02-27,Gray,Johanna,False,Good,Good,Excellent,Good,16.0,2.87,108.8,5FWHX Aluminum GQ21 Window,179.10041
2.0,3.0,125.0,Suburban,13.0,Excellent,False,Oil,False,False,2020-08-25,Green,Florian,False,Poor,Excellent,Good,Good,46.0,3.1,,PTW Wood Z6HRL4Y,190.89413
2.0,1.0,61.0,Suburban,53.0,None,False,Gas,False,True,2023-12-31,Yellow,Laura,False,Good,Poor,Poor,Excellent,6.0,2.5,61.0,Wood V0W8,94.32593
3.0,3.0,101.0,Urban,52.0,Good,False,Electricity,True,True,2022-01-13,Yellow,Sandra,False,Excellent,Good,Excellent,Good,16.0,1.91,,Aluminum OIZDXW Window,195.01056
1.0,1.0,45.0,Suburbann,68.0,Good,True,Oil,True,False,2022-11-28,White,Daniel,False,Good,Good,Good,Poor,16.0,3.33,72.0,Steel 5R1B74 Window,117.54738
2.0,1.0,91.0,Suburbann,21.0,,,Gas,True,True,2021-09-12,Gray,,False,Good,Good,Excellent,Good,6.0,1.63,,P1ZMS Aluminum MM7BEF,98.67955
,4.0,135.0,Suburbann,49.0,Good,False,Gas,False,True,2022-10-26,Green,Daniel,False,Good,Good,Good,Excellent,16.0,3.1,,HYM Wood TA7Q Window,180.02624
,5.0,142.0,Rural,35.0,,False,Gas,False,False,2020-05-24,White,,False,Excellent,Good,Good,Good,46.0,3.69,,Aluminum NHT7VK0 Window,366.2329
4.0,4.0,133.0,Rural,,,False,Gas,False,False,2020-06-08,White,Denis,False,Poor,Excellent,Good,Excellent,6.0,3.66,,9B3 Wood P4L78 Window,291.84608
2.0,1.0,65.0,Rural,24.0,None,,Oil,False,False,2022-07-08,Green,Laura,False,Excellent,Good,Excellent,Poor,6.0,2.74,,Wood 8988J Window,235.64261
2.0,2.0,66.0,Rural,53.0,Excellent,False,Gas,False,True,2022-08-13,Yellow,Roman,False,Good,Good,Good,Excellent,46.0,4.52,,Aluminum S7ZVH Window,314.98402
1.0,1.0,98.0,Rural,61.0,,False,Oil,False,True,2022-03-26,Gray,,False,Good,Poor,Good,Poor,6.0,2.32,,PUE4 Aluminum HJ1OFP Window,225.40154
1.0,1.0,49.0,Rural,-82.0,None,False,Electric,True,True,2021-02-16,Gray,Sabrina,False,Poor,Poor,Poor,Good,6.0,1.83,,Aluminum ZWOCG,89.20655
1.0,1.0,31.0,Rural,58.0,Good,False,Oil,False,True,2020-07-27,White,Denis,False,Good,Good,Poor,Excellent,16.0,2.51,46.4,IRPO58 Aluminum ZR2R,135.97201
4.0,4.0,129.0,Rural,37.0,Poor,True,Gas,False,True,2021-06-25,,Sandra,False,Excellent,Good,Excellent,Excellent,14.0,2.3,130.0,Aluminum 804Y,342.50873
1.0,1.0,38.0,Urban,31.0,None,False,Oil,True,True,2023-12-16,Green,Maria,False,Poor,Good,Good,Excellent,6.0,2.0,62.4,Wood FIR,163.99051
1.0,1.0,25.0,Rural,61.0,,False,Electric,False,True,2020-08-20,Green,,False,Excellent,Poor,Poor,Good,6.0,2.8,,Wood V984CM,132.44417
1.0,1.0,43.0,Urban,,Poor,False,Electric,True,True,2021-08-27,,,False,Good,Excellent,Excellent,Poor,14.0,3.23,,Steel KFACO8 Window,201.02968
1.0,1.0,54.0,Suburban,13.0,Good,False,Electricity,False,False,2022-08-27,White,Lukas,False,Good,Excellent,Excellent,Excellent,16.0,2.28,6991.0,PNJVDK Wood H71T,96.35763
1.0,,98.0,Urban,56.0,Poor,False,Electric,False,True,2022-12-09,Yellow,,False,Good,Excellent,Good,Poor,14.0,4.66,58.2,CTVOJY Wood T2JK Window,198.23561
1.0,1.0,53.0,Urban,67.0,,False,Gas,True,True,2022-12-19,Gray,Maria,False,Excellent,Excellent,Excellent,Good,6.0,2.33,52.0,Aluminum FO4 Window,116.57241
1.0,1.0,42.0,Suburban,61.0,None,,Oil Heating,True,True,2022-05-24,Yellow,,False,Excellent,Good,Excellent,Good,6.0,4.83,,Wood 5HL5YZ Window,98.52152
3.0,3.0,112.0,Rural,42.0,None,,Electric,False,True,2023-06-13,Gray,Andreas,False,Good,Good,Poor,Good,6.0,1.95,67.2,OZTMB70 Aluminum DF07,215.00881
3.0,2.0,124.0,Suburban,,None,False,Oil,True,True,2022-08-15,Yellow,Stefan,False,Good,Excellent,Good,Good,6.0,4.47,198.4,VL69 Steel I89UK Window,207.93891
1.0,3.0,119.0,Rural,32.0,None,False,Electricity,False,True,2024-01-07,White,,False,Good,Excellent,Good,Good,6.0,1.41,71.4,3HD5G Wood 1XXS Window,309.76046
,,115.0,Urban,12.0,,False,Electricity,False,True,2021-06-01,,Johanna,False,Good,Good,Excellent,Good,14.0,1.89,,Steel 8L1,284.75563
1.0,1.0,49.0,Urban,45.0,,,Oil,False,True,2024-02-07,Gray,,False,Excellent,Good,Good,Good,16.0,1.47,,Steel NLDAB Window,253.43964
1.0,1.0,28.0,Urban,53.0,None,False,Oil,False,False,2021-02-04,Green,Maria,False,Poor,Good,Excellent,Good,6.0,2.49,48.0,HSQ4S0L Steel 4XR Window,144.2613
1.0,,34.0,Suburban,58.0,,False,Oil,False,False,2021-03-24,Gray,Maria,False,Excellent,Good,Poor,Good,6.0,2.94,52.8,Aluminum XPWHJ9,37.92018
2.0,1.0,104.0,Rural,55.0,,,Oil,False,False,2020-06-13,Gray,Sandra,False,Good,Excellent,Excellent,Good,14.0,2.94,,Aluminum 3TXARZ Window,244.74233
2.0,2.0,70.0,Rural,43.0,Good,True,Electricity,False,True,2022-08-05,Yellow,,False,Poor,Poor,Excellent,Excellent,16.0,2.82,,FMZ818 Steel GK5BXL Window,6735.545
1.0,,59.0,Urban,32.0,None,False,Gas,False,True,2022-02-17,White,Laura,False,Good,Good,Good,Good,6.0,2.85,,VCYG Steel L2H Window,206.10447
2.0,2.0,73.0,Urban,50.0,,False,Electric,True,False,2022-09-02,Gray,Stefan,False,Poor,Excellent,Excellent,Good,14.0,2.48,43.8,Steel NPI6RBE Window,4177.756
1.0,1.0,105.0,Rural,,Excellent,True,Oil Heating,True,False,2021-05-13,Gray,Denis,False,Poor,Good,Poor,Good,46.0,1.86,166.4,Aluminum F1M Window,319.21529
3.0,,146.0,Urban,32.0,None,True,Gas,False,True,2023-01-29,White,,False,Poor,Good,Good,Good,6.0,3.02,,Wood UKLQ Window,272.90942
2.0,1.0,78.0,Suburbann,23.0,None,False,Gas,False,True,2023-07-28,Yellow,,False,Good,Good,Poor,Good,6.0,2.45,,ZYTQZX Wood EL4C Window,111.7493
,2.0,65.0,Rural,,None,False,Electricity,True,True,2020-04-07,White,Roman,False,Good,Good,Excellent,Good,6.0,1.65,38.4,Aluminum 7S0UJ Window,138.75448
1.0,1.0,48.0,Rural,19.0,,False,Oil Heating,False,True,2023-11-04,,,False,Good,Poor,Good,Good,16.0,1.59,72.0,Aluminum 21Y2DD,191.10104
2.0,3.0,102.0,Suburban,60.0,,False,Oil,False,False,2023-06-25,Gray,Daniel,False,Good,Good,Poor,Excellent,6.0,1.59,,Aluminum 88B,99.84691
1.0,2.0,72.0,Urban,59.0,,False,Electricity,False,True,2023-10-24,White,Daniel,False,Good,Poor,Poor,Good,46.0,1.47,,PTN0YV Steel YTWE33 Window,305.63025
1.0,1.0,40.0,Urban,-40.0,,False,Oil Heating,False,False,2020-05-21,Yellow,Johanna,False,Good,Poor,Poor,Excellent,6.0,4.03,,DGCRQO Aluminum 3628,70.63917
2.0,,100.0,Urban,17.0,None,True,Electricity,False,True,2023-04-14,Gray,,False,Good,Excellent,Good,Good,6.0,2.84,,FHPI Aluminum P2MDL1,151.72641
1.0,1.0,51.0,Rural,26.0,Excellent,False,Electric,False,False,2023-03-08,Green,Denis,False,Excellent,Poor,Good,Good,46.0,1.91,30.0,CIT1V Steel NMEPT Window,346.10895
1.0,,33.0,Suburban,61.0,Good,True,Gas,True,True,2020-07-12,Yellow,Sabrina,False,Poor,Excellent,Excellent,Good,16.0,2.12,34.0,RW0V00J Steel OSGW4 Window,124.48368
1.0,1.0,41.0,Suburbann,55.0,,,Oil Heating,False,True,2021-08-27,Green,Theresa,False,Poor,Good,Good,Good,6.0,1.56,65.6,Wood NXXDWT1 Window,80.70899
1.0,1.0,50.0,Rural,37.0,Poor,False,Oil Heating,True,True,2020-02-13,Yellow,Sabrina,False,Poor,Good,Good,Excellent,14.0,3.64,,Aluminum 49KIP Window,188.14168
4.0,,6013.0,Rural,37.0,Good,True,Oil Heating,False,False,2021-02-14,Green,Denis,False,Excellent,Good,Good,Excellent,16.0,2.38,,DT5YZ Aluminum BWX Window,341.95431
2.0,,141.0,Urban,52.0,,,Electric,True,True,2021-09-15,Green,Florian,False,Excellent,Good,Good,Good,6.0,2.54,84.6,ALXQ Aluminum KAYJ9P Window,184.36021
5.0,5.0,131.0,Suburban,38.0,,True,Oil,False,True,2024-02-07,Green,Natalie,False,Poor,Excellent,Good,Good,6.0,2.4,,Steel 0EX6TS Window,231.53398
1.0,1.0,50.0,Rural,54.0,None,False,Gas,False,True,2022-09-03,Gray,Sabrina,False,Good,Excellent,Good,Good,6.0,1.46,,WFTB1 Steel CE38Q Window,275.65478
,1.0,111.0,Suburbann,63.0,,,Gas,False,True,2021-01-23,Yellow,Andreas,False,Excellent,Excellent,Excellent,Good,6.0,2.81,111.0,VAOUGNR Aluminum U7N Window,100.03831
1.0,2.0,83.0,Rural,56.0,,False,Gas,True,True,2024-01-29,Green,Florian,False,Good,Good,Good,Excellent,6.0,2.32,84.0,Aluminum Y3ZOBL,216.19878
1.0,,34.0,Urban,45.0,Good,,Gas,False,False,2021-11-10,Gray,,False,Good,Good,Good,Poor,16.0,3.09,,4Y0 Aluminum LTTA,77.95556
1.0,3.0,107.0,Urban,52.0,Good,,Oil Heating,False,True,2021-02-11,Green,Florian,False,Good,Excellent,Good,Excellent,16.0,1.89,,RW0Q0X Steel KST Window,335.20202
2.0,,94.0,Urban,13.0,,True,Gas,False,False,2020-11-04,White,Natalie,False,Good,Good,Excellent,Good,46.0,2.16,93.0,2IAX Aluminum WVPSHLX,213.97082
1.0,1.0,81.0,Suburbann,,None,False,Gas,True,True,2022-08-07,Green,Laura,False,Good,Good,Excellent,Poor,6.0,2.86,,Steel U3NFRN Window,137.03235
3.0,,114.0,Suburbann,48.0,,False,Oil,False,False,2023-12-20,Yellow,Lukas,False,Excellent,Good,Excellent,Poor,16.0,1.61,182.4,M8FONX Wood TVTMX,155.35352
2.0,1.0,74.0,Urban,62.0,Good,False,Oil,False,True,2023-12-13,Green,Sabrina,False,Poor,Good,Good,Good,16.0,1.8,,Aluminum 3RK Window,171.33808
1.0,,91.0,Urban,61.0,Good,False,Oil,False,True,2020-04-23,Yellow,Denis,False,Good,Good,Excellent,Excellent,16.0,2.69,,Aluminum 96W3 Window,196.03252
5.0,5.0,132.0,Urban,42.0,Poor,False,Electric,True,False,2023-01-20,Yellow,,False,Good,Good,Excellent,Excellent,14.0,2.25,,Wood 48C9 Window,241.34152
2.0,2.0,87.0,Suburbann,34.0,None,False,Gas,False,True,2023-04-27,White,Theresa,False,Excellent,Good,Excellent,Poor,6.0,1.54,88.0,MYBNTQD Wood 9AH Window,125.34175
2.0,1.0,89.0,Suburbann,71.0,None,True,Oil,False,False,2021-07-13,Green,,False,Excellent,Good,Poor,Excellent,6.0,1.55,140.8,FOLS5MT Aluminum 1CIK,81.75505
1.0,1.0,55.0,Rural,39.0,None,,Gas,True,True,2023-12-21,Gray,,False,Good,Poor,Good,Good,6.0,1.35,,GUNYRO Wood COQI4P,228.98376
1.0,2.0,99.0,Suburbann,71.0,,,Electric,False,True,2021-10-25,Green,Roman,False,Excellent,Excellent,Poor,Good,14.0,3.23,,Wood FKRYDA,116.80926
1.0,,37.0,Urban,29.0,None,False,Oil,True,True,2020-01-11,White,,False,Excellent,Good,Good,Good,6.0,2.99,60.8,Aluminum T1RQ1Q,104.72191
5.0,,141.0,Rural,70.0,None,False,Gas,True,True,2023-03-25,Gray,Andreas,False,Good,Poor,Good,Poor,6.0,2.33,140.0,Wood 6RL Window,366.20014
1.0,2.0,69.0,Urban,27.0,Poor,False,Electricity,True,False,2020-06-05,Gray,Denis,False,Poor,Good,Excellent,Poor,14.0,1.63,,0MD Wood VTB,147.2467
2.0,,71.0,Urban,42.0,Excellent,False,Oil,False,True,2021-05-21,White,,False,Excellent,Poor,Good,Excellent,46.0,2.45,113.6,Aluminum SOC,251.68227
3.0,1.0,102.0,Rural,,,False,Electricity,False,True,2021-01-26,White,,False,Good,Excellent,Good,Poor,6.0,1.78,61.2,Steel YZW52F,312.51601
1.0,1.0,56.0,Rural,49.0,None,True,Electric,False,True,2020-12-01,Green,Lukas,False,Poor,Good,Good,Excellent,6.0,2.53,-229.0,Aluminum DN13L2,111.76982
4.0,,146.0,Urban,52.0,None,False,Oil Heating,True,True,2020-11-22,Gray,,False,Poor,Excellent,Poor,Good,6.0,2.67,233.6,Steel WRI Window,362.40379
1.0,3.0,114.0,Rural,29.0,None,,Gas,False,True,2022-03-14,Green,Laura,False,Good,Good,Poor,Good,6.0,2.05,114.0,Steel 51QNN,382.86929
1.0,1.0,93.0,Rural,25.0,Poor,False,Gas,False,False,2021-12-22,Yellow,Sandra,False,Good,Excellent,Poor,Good,14.0,4.3,,Aluminum QHU33,194.73208
1.0,3.0,101.0,Suburban,60.0,Good,False,Gas,False,True,2022-01-31,Green,Daniel,False,Excellent,Good,Good,Excellent,16.0,2.42,,BCUTF Wood CHUJFBZ,146.91202
1.0,1.0,28.0,Suburbann,59.0,None,False,Gas,False,True,2021-02-17,White,,False,Excellent,Excellent,Poor,Excellent,6.0,1.49,28.0,Wood ZRDHO,72.46292
3.0,2.0,126.0,Urban,50.0,None,,Oil Heating,False,False,2023-10-25,Yellow,Florian,False,Good,Excellent,Good,Good,6.0,1.72,201.6,89IW Wood GAN03GN Window,250.70855
3.0,1.0,108.0,Urban,61.0,,False,Oil,True,True,2021-09-21,White,Sabrina,False,Good,Good,Good,Good,16.0,1.7,,Wood 7CWY7X6 Window,288.52443
2.0,,65.0,Suburbann,68.0,,False,Gas,False,True,2023-11-15,Yellow,Andreas,False,Good,Poor,Good,Poor,14.0,3.38,,WRKYZEC Wood BEG4 Window,103.54925
1.0,1.0,31.0,Rural,47.0,None,False,Oil Heating,True,False,2021-04-28,Yellow,Martin,False,Excellent,Good,Good,Poor,6.0,4.38,,O3DN Wood QREU Window,159.37628
5.0,,140.0,Suburban,47.0,Good,False,Gas,False,True,2020-09-02,Gray,,False,Excellent,Excellent,Excellent,Excellent,16.0,3.1,,Wood 9AFM Window,192.60537
2.0,2.0,89.0,Urban,64.0,,True,Electricity,True,False,2023-09-08,Yellow,Johanna,False,Excellent,Poor,Excellent,Excellent,6.0,3.33,53.4,Wood 01RC6 Window,165.84324
3.0,,5824.0,Suburbann,38.0,,False,Electricity,False,False,2023-11-26,White,,False,Good,Good,Excellent,Excellent,6.0,3.64,85.8,Z69S2D Wood VPCMN Window,128.1927
,2.0,111.0,Urban,,None,False,Electric,False,False,2020-08-16,Green,Maria,False,Excellent,Poor,Good,Good,6.0,2.77,,Steel KDZC Window,187.70565
1.0,3.0,118.0,Urban,60.0,None,True,Oil,False,True,2023-04-10,Gray,Denis,False,Good,Excellent,Poor,Good,6.0,1.92,,Wood ODV17 Window,268.22279
