Bedrooms,Bathrooms,SquareFootageHouse,Location_Rural,Location_Suburban,Location_Urban,Age,PoolQuality,HeatingType_Electricity,HeatingType_Gas,HeatingType_Oil,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor_Gray,HouseColor_Green,HouseColor_White,HouseColor_Yellow,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames_Aluminum,WindowModelNames_Steel,WindowModelNames_Wood,Price
1,1,48.0,0.0,0.0,1.0,50.0,2,1.0,0.0,0.0,0,1,31,0.0,0.0,1.0,0.0,0,3,1,1,1,16,2.59,28.8,0.0,1.0,0.0,182.6915
4,5,150.0,0.0,0.0,1.0,21.0,2,1.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0.0,0,2,3,1,2,16,2.37,126.92249159192605,0.0,1.0,0.0,355.05239
1,1,90.0,1.0,0.0,0.0,50.0,0,0.0,0.0,1.0,0,1,1,0.0,1.0,0.0,0.0,0,3,2,2,2,6,2.19,142.4,0.0,0.0,1.0,323.8708
3,5,140.0,0.0,0.0,1.0,69.0,2,0.0,0.0,1.0,0,0,24,0.0,0.0,1.0,0.0,0,1,2,3,2,16,1.66,224.57407371368325,0.0,0.0,1.0,284.56
1,1,27.0,0.0,1.0,0.0,70.0,0,1.0,0.0,0.0,1,1,17,0.0,0.0,1.0,0.0,0,2,2,2,2,6,1.97,16.2,1.0,0.0,0.0,37.39334
1,1,93.0,0.0,0.0,1.0,55.0,2,0.0,1.0,0.0,1,1,31,0.0,0.0,0.0,1.0,0,2,2,3,2,16,4.16,72.57293026214303,1.0,0.0,0.0,172.54066
1,1,34.0,0.0,0.0,1.0,65.0,2,1.0,0.0,0.0,1,1,22,0.0,0.0,0.0,1.0,0,1,1,2,2,16,1.46,21.0,0.0,0.0,1.0,140.61781
2,1,77.0,0.0,1.0,0.0,53.0,0,0.0,0.0,1.0,0,1,13,0.0,0.0,1.0,0.0,0,2,3,2,2,6,1.32,122.82734947825548,0.0,0.0,1.0,126.02625
1,1,72.0,0.0,1.0,0.0,24.0,1,0.0,0.0,1.0,1,1,39,1.0,0.0,0.0,0.0,0,3,2,2,2,14,2.43,114.68598858554914,0.0,1.0,0.0,165.28541
1,2,84.0,0.0,0.0,1.0,60.0,2,0.0,1.0,0.0,1,0,31,1.0,0.0,0.0,0.0,0,2,2,2,2,16,1.17,72.88945043815207,0.0,0.0,1.0,190.01829
1,1,59.0,0.0,1.0,0.0,57.0,2,0.0,0.0,1.0,1,1,23,0.0,0.0,1.0,0.0,0,1,2,1,3,16,3.16,94.4,0.0,1.0,0.0,153.53216
1,2,72.0,0.0,0.0,1.0,42.0,2,1.0,0.0,0.0,0,0,49,0.0,0.0,0.0,1.0,0,3,3,2,3,16,2.16,54.73355490645564,1.0,0.0,0.0,118.58148
1,2,105.0,0.0,0.0,1.0,51.0,0,0.0,1.0,0.0,1,1,21,1.0,0.0,0.0,0.0,0,3,3,3,3,6,1.17,105.0,0.0,1.0,0.0,289.51353
3,2,109.0,1.0,0.0,0.0,54.0,2,0.0,0.0,1.0,0,1,42,1.0,0.0,0.0,0.0,0,2,2,3,3,16,3.06,176.0,0.0,0.0,1.0,403.71974
2,1,68.0,1.0,0.0,0.0,51.0,0,0.0,0.0,1.0,0,1,19,1.0,0.0,0.0,0.0,0,2,2,2,3,6,2.45,108.8,0.0,0.0,1.0,262.73785
2,1,119.0,0.0,1.0,0.0,32.0,0,1.0,0.0,0.0,0,0,13,1.0,0.0,0.0,0.0,0,3,3,3,2,6,2.92,70.8,1.0,0.0,0.0,84.84934
1,1,34.0,1.0,0.0,0.0,35.0,0,1.0,0.0,0.0,0,0,14,0.0,1.0,0.0,0.0,0,3,2,2,2,6,3.29,19.2,0.0,1.0,0.0,192.34024
1,1,72.0,0.0,0.0,1.0,21.0,0,1.0,0.0,0.0,0,0,18,0.0,0.0,1.0,0.0,0,2,2,2,3,6,1.81,55.41388934791129,0.0,0.0,1.0,137.5097
5,2,131.0,0.0,0.0,1.0,70.0,3,0.0,1.0,0.0,1,1,9,0.0,0.0,1.0,0.0,0,1,2,2,2,46,3.77,131.0,1.0,0.0,0.0,316.84415
1,1,47.0,0.0,0.0,1.0,24.0,0,0.0,0.0,1.0,0,0,23,1.0,0.0,0.0,0.0,0,2,2,2,3,6,2.5,73.6,0.0,0.0,1.0,136.81774
1,1,57.0,0.0,1.0,0.0,19.0,0,1.0,0.0,0.0,1,0,34,1.0,0.0,0.0,0.0,0,1,2,1,2,6,2.07,42.92642466894748,0.0,1.0,0.0,95.61331
2,5,149.0,1.0,0.0,0.0,67.0,0,1.0,0.0,0.0,0,0,36,0.0,1.0,0.0,0.0,0,3,2,3,2,6,2.62,88.8,0.0,0.0,1.0,260.34742
2,1,133.0,1.0,0.0,0.0,47.0,0,0.0,1.0,0.0,0,1,35,0.0,0.0,0.0,1.0,0,2,3,2,3,6,3.09,133.0,1.0,0.0,0.0,273.45159
3,3,111.0,0.0,1.0,0.0,50.0,2,1.0,0.0,0.0,0,0,31,0.0,1.0,0.0,0.0,0,2,2,3,2,16,2.07,65.4,0.0,0.0,1.0,116.4722
1,1,63.0,0.0,0.0,1.0,29.0,0,0.0,0.0,1.0,1,0,20,0.0,0.0,0.0,1.0,0,2,2,2,3,6,3.21,99.94028979689925,0.0,1.0,0.0,211.86289
1,1,60.0,0.0,0.0,1.0,54.0,2,0.0,0.0,1.0,0,1,38,0.0,0.0,0.0,1.0,0,2,3,1,2,16,2.64,94.73582697507617,0.0,1.0,0.0,249.05073
1,1,98.0,1.0,0.0,0.0,43.0,0,0.0,1.0,0.0,1,1,29,0.0,1.0,0.0,0.0,0,2,2,2,3,6,2.83,78.60063858284033,1.0,0.0,0.0,223.03217
1,2,97.0,1.0,0.0,0.0,8.0,0,0.0,1.0,0.0,1,1,23,0.0,1.0,0.0,0.0,0,2,2,2,2,6,2.62,97.0,0.0,1.0,0.0,382.24794
2,3,119.0,0.0,1.0,0.0,18.0,0,0.0,1.0,0.0,0,1,23,0.0,1.0,0.0,0.0,0,2,2,3,1,6,3.24,118.0,0.0,0.0,1.0,144.72522
1,1,64.0,1.0,0.0,0.0,50.0,0,0.0,0.0,1.0,0,1,19,0.0,0.0,1.0,0.0,0,2,2,1,3,6,3.74,104.0,0.0,0.0,1.0,253.81632
2,1,72.0,0.0,1.0,0.0,60.0,0,0.0,1.0,0.0,0,1,12,0.0,1.0,0.0,0.0,0,2,2,2,3,6,1.89,73.0,0.0,0.0,1.0,103.08882
1,2,125.0,1.0,0.0,0.0,46.0,0,1.0,0.0,0.0,0,1,19,1.0,0.0,0.0,0.0,0,2,3,2,2,6,3.09,98.32622571818337,0.0,0.0,1.0,249.58860666666666
1,4,149.0,0.0,0.0,1.0,35.0,0,0.0,1.0,0.0,0,1,10,0.0,0.0,0.0,1.0,0,2,2,2,2,6,1.84,147.0,1.0,0.0,0.0,223.77209
1,1,29.0,0.0,1.0,0.0,42.0,3,0.0,0.0,1.0,0,1,29,0.0,0.0,0.0,1.0,0,3,2,1,3,46,2.55,46.4,1.0,0.0,0.0,103.70359
1,3,116.0,0.0,1.0,0.0,62.0,1,0.0,1.0,0.0,0,1,27,0.0,0.0,0.0,1.0,0,2,2,2,3,14,3.25,90.23425796256663,0.0,1.0,0.0,177.45739
2,2,74.0,1.0,0.0,0.0,26.0,0,0.0,0.0,1.0,1,1,18,1.0,0.0,0.0,0.0,0,3,2,3,1,6,1.51,120.0,1.0,0.0,0.0,249.54493
2,1,61.0,0.0,1.0,0.0,24.0,0,0.0,1.0,0.0,1,0,46,0.0,1.0,0.0,0.0,0,2,2,1,3,6,1.93,61.0,1.0,0.0,0.0,61.58074
1,2,109.0,0.0,1.0,0.0,28.0,0,1.0,0.0,0.0,0,1,0,0.0,0.0,1.0,0.0,0,2,2,2,1,6,1.44,80.51766079169259,1.0,0.0,0.0,85.64588
2,2,60.0,0.0,1.0,0.0,53.0,1,1.0,0.0,0.0,0,1,3,1.0,0.0,0.0,0.0,0,2,1,1,3,14,1.63,45.28666145389516,0.0,0.0,1.0,100.72973
2,1,125.0,1.0,0.0,0.0,50.0,1,1.0,0.0,0.0,1,0,22,0.0,1.0,0.0,0.0,0,2,3,2,2,14,2.73,74.4,0.0,1.0,0.0,330.32856
3,3,106.0,1.0,0.0,0.0,29.0,0,0.0,1.0,0.0,0,0,48,0.0,0.0,0.0,1.0,0,1,2,1,3,6,1.62,106.0,0.0,1.0,0.0,285.97321
1,3,133.0,0.0,0.0,1.0,69.0,0,0.0,1.0,0.0,0,0,41,0.0,0.0,0.0,1.0,0,2,3,2,2,6,2.03,104.18932081699084,0.0,0.0,1.0,196.39321
1,1,39.0,0.0,0.0,1.0,38.0,2,0.0,0.0,1.0,0,1,46,0.0,1.0,0.0,0.0,0,1,3,3,2,16,2.43,62.14609289302182,0.0,0.0,1.0,171.49159
1,1,38.0,1.0,0.0,0.0,47.0,0,0.0,0.0,1.0,1,1,23,1.0,0.0,0.0,0.0,0,3,2,2,2,6,2.09,60.8,1.0,0.0,0.0,148.98223
2,1,81.0,0.0,1.0,0.0,36.0,0,0.0,1.0,0.0,1,0,45,0.0,0.0,1.0,0.0,0,3,1,2,3,6,2.4,81.0,1.0,0.0,0.0,71.56734
1,1,36.0,0.0,0.0,1.0,39.0,0,0.0,1.0,0.0,1,1,38,0.0,0.0,1.0,0.0,0,2,1,2,2,6,2.07,35.0,0.0,1.0,0.0,167.49053
2,3,114.0,0.0,1.0,0.0,62.0,1,1.0,0.0,0.0,1,1,34,1.0,0.0,0.0,0.0,0,2,2,2,2,14,1.83,88.11286862237536,0.0,1.0,0.0,165.28433
2,3,114.0,0.0,1.0,0.0,54.0,3,0.0,1.0,0.0,1,0,41,1.0,0.0,0.0,0.0,0,2,2,1,2,46,1.06,87.85247498438699,0.0,0.0,1.0,160.03556
1,1,28.0,1.0,0.0,0.0,52.0,1,0.0,1.0,0.0,0,1,4,0.0,1.0,0.0,0.0,0,3,1,1,2,14,2.04,22.07064119367003,1.0,0.0,0.0,112.96806
1,1,113.0,0.0,1.0,0.0,59.0,3,1.0,0.0,0.0,1,1,33,0.0,1.0,0.0,0.0,0,2,1,2,2,46,1.94,67.2,1.0,0.0,0.0,141.09064
2,1,79.0,1.0,0.0,0.0,53.0,0,0.0,0.0,1.0,0,1,40,0.0,0.0,0.0,1.0,0,2,2,3,3,6,4.48,125.8669575437708,0.0,1.0,0.0,151.77749
1,2,103.0,0.0,0.0,1.0,60.0,2,0.0,0.0,1.0,1,1,17,0.0,0.0,0.0,1.0,0,1,3,2,2,16,4.59,144.0,0.0,1.0,0.0,315.76858
1,4,139.0,0.0,1.0,0.0,13.0,0,0.0,1.0,0.0,0,1,14,0.0,0.0,0.0,1.0,0,2,1,3,3,6,3.35,139.0,0.0,0.0,1.0,166.27914
3,3,117.0,1.0,0.0,0.0,68.0,0,1.0,0.0,0.0,0,1,30,0.0,1.0,0.0,0.0,0,2,2,2,2,6,3.24,70.2,0.0,1.0,0.0,351.71071
2,1,93.0,0.0,1.0,0.0,56.0,2,1.0,0.0,0.0,1,1,41,0.0,1.0,0.0,0.0,0,3,2,2,3,16,2.33,71.92712537388662,0.0,1.0,0.0,157.44352
3,3,101.0,0.0,0.0,1.0,52.0,2,1.0,0.0,0.0,1,0,41,0.0,1.0,0.0,0.0,0,1,2,2,2,16,1.9,60.0,0.0,0.0,1.0,182.81007
5,5,131.0,1.0,0.0,0.0,60.0,0,0.0,0.0,1.0,1,0,23,0.0,0.0,0.0,1.0,0,1,3,3,3,6,3.23,212.00445056135376,0.0,1.0,0.0,450.22356
1,1,55.0,0.0,1.0,0.0,17.0,2,1.0,0.0,0.0,0,1,3,0.0,1.0,0.0,0.0,0,2,2,2,1,16,2.57,33.6,0.0,0.0,1.0,104.53298
1,1,45.0,0.0,1.0,0.0,35.0,0,0.0,0.0,1.0,0,0,19,1.0,0.0,0.0,0.0,0,2,3,3,2,6,2.13,72.65896222015944,0.0,1.0,0.0,108.79625
3,3,107.0,1.0,0.0,0.0,41.0,0,0.0,0.0,1.0,1,0,23,0.0,0.0,1.0,0.0,0,1,3,3,2,6,1.98,171.2,0.0,1.0,0.0,386.94185
1,1,42.0,0.0,0.0,1.0,46.0,2,0.0,0.0,1.0,0,1,33,0.0,0.0,0.0,1.0,0,2,2,2,1,16,4.17,65.6,1.0,0.0,0.0,115.5074
1,1,23.0,1.0,0.0,0.0,60.0,2,1.0,0.0,0.0,0,0,18,0.0,0.0,1.0,0.0,0,2,2,3,3,16,1.42,18.018469378692007,1.0,0.0,0.0,94.79546
1,1,60.0,1.0,0.0,0.0,64.0,0,0.0,0.0,1.0,0,1,23,1.0,0.0,0.0,0.0,0,2,2,3,3,6,2.58,92.8,0.0,0.0,1.0,247.80235
1,3,128.0,1.0,0.0,0.0,53.0,0,0.0,0.0,1.0,0,1,28,0.0,0.0,0.0,1.0,0,2,2,1,1,6,2.86,205.28394061579576,1.0,0.0,0.0,305.45048
1,3,122.0,0.0,0.0,1.0,66.0,3,1.0,0.0,0.0,0,0,29,0.0,1.0,0.0,0.0,0,3,3,1,1,46,1.7,73.2,1.0,0.0,0.0,206.82483
1,1,37.0,0.0,1.0,0.0,39.0,2,1.0,0.0,0.0,0,1,22,0.0,0.0,0.0,1.0,0,2,2,2,2,16,2.05,22.8,1.0,0.0,0.0,59.86132
1,3,116.0,0.0,0.0,1.0,55.0,0,0.0,0.0,1.0,0,1,43,0.0,0.0,0.0,1.0,0,2,2,2,2,6,2.91,184.98303780496238,1.0,0.0,0.0,215.8349
2,2,119.0,1.0,0.0,0.0,22.0,0,0.0,1.0,0.0,1,0,33,0.0,1.0,0.0,0.0,0,2,1,3,2,6,2.0,99.90135904096547,0.0,1.0,0.0,321.70492
2,1,111.0,0.0,0.0,1.0,33.0,2,0.0,1.0,0.0,0,1,20,0.0,0.0,0.0,1.0,0,3,2,2,3,16,3.15,93.09050091298575,0.0,1.0,0.0,314.19133
2,5,144.0,1.0,0.0,0.0,39.0,0,0.0,1.0,0.0,1,1,30,1.0,0.0,0.0,0.0,0,3,2,2,3,6,3.04,145.0,1.0,0.0,0.0,321.92244
1,1,45.0,1.0,0.0,0.0,55.0,0,0.0,0.0,1.0,0,1,37,1.0,0.0,0.0,0.0,0,2,2,2,1,6,2.28,71.56580580120888,0.0,0.0,1.0,179.62239
1,1,43.0,0.0,1.0,0.0,43.0,0,0.0,1.0,0.0,0,1,4,1.0,0.0,0.0,0.0,0,2,1,2,2,6,1.9,43.0,0.0,1.0,0.0,112.28702
1,1,41.0,0.0,1.0,0.0,51.0,0,1.0,0.0,0.0,0,1,7,0.0,0.0,0.0,1.0,0,3,3,3,3,6,1.8,24.0,0.0,0.0,1.0,87.9964
4,5,150.0,1.0,0.0,0.0,57.0,0,0.0,0.0,1.0,0,1,42,1.0,0.0,0.0,0.0,0,3,2,2,3,6,2.06,238.4,0.0,0.0,1.0,432.95613
2,2,59.0,1.0,0.0,0.0,15.0,3,0.0,0.0,1.0,0,1,12,0.0,0.0,1.0,0.0,0,2,3,3,3,46,1.53,90.97294937661889,0.0,0.0,1.0,446.39115
4,5,149.0,0.0,1.0,0.0,48.0,0,0.0,1.0,0.0,1,1,15,0.0,1.0,0.0,0.0,0,2,1,3,3,6,2.65,113.27526803250561,1.0,0.0,0.0,144.7133
1,1,57.0,0.0,1.0,0.0,52.0,1,0.0,1.0,0.0,1,1,42,0.0,1.0,0.0,0.0,0,2,1,1,3,14,2.41,42.14850932524256,1.0,0.0,0.0,70.56903
1,1,40.0,0.0,1.0,0.0,25.0,0,0.0,0.0,1.0,0,1,6,0.0,0.0,0.0,1.0,0,2,3,3,3,6,4.96,65.6,0.0,1.0,0.0,136.72543
1,1,64.0,1.0,0.0,0.0,41.0,1,0.0,0.0,1.0,0,1,39,1.0,0.0,0.0,0.0,0,2,2,2,2,14,2.85,100.35216560659045,0.0,1.0,0.0,340.72189
1,1,38.0,0.0,1.0,0.0,42.0,1,0.0,0.0,1.0,0,1,23,0.0,0.0,0.0,1.0,0,2,2,1,1,14,4.26,60.8,1.0,0.0,0.0,59.6759
2,2,92.0,1.0,0.0,0.0,46.0,2,0.0,0.0,1.0,0,1,15,0.0,0.0,1.0,0.0,0,3,2,1,2,16,1.55,145.6,0.0,1.0,0.0,440.39703
4,5,139.0,0.0,0.0,1.0,62.0,2,0.0,1.0,0.0,0,1,50,0.0,1.0,0.0,0.0,0,2,2,2,2,16,2.04,137.0,0.0,0.0,1.0,273.13105
3,3,124.0,1.0,0.0,0.0,45.0,0,0.0,0.0,1.0,0,1,50,0.0,0.0,0.0,1.0,0,1,3,1,2,6,2.2,199.9886301442247,0.0,1.0,0.0,426.39407
2,1,88.0,0.0,1.0,0.0,23.0,0,1.0,0.0,0.0,1,1,5,0.0,0.0,1.0,0.0,0,2,2,1,1,6,1.92,51.6,0.0,1.0,0.0,140.27035
1,1,119.0,0.0,1.0,0.0,30.0,3,0.0,0.0,1.0,0,0,45,0.0,0.0,0.0,1.0,0,3,2,3,2,46,3.39,190.4,0.0,1.0,0.0,206.05195
2,1,70.0,0.0,0.0,1.0,66.0,3,1.0,0.0,0.0,1,1,17,0.0,0.0,0.0,1.0,0,2,3,3,3,46,4.28,57.395497378491775,1.0,0.0,0.0,235.91967
2,2,73.0,1.0,0.0,0.0,49.0,0,0.0,0.0,1.0,0,0,26,0.0,0.0,0.0,1.0,0,3,1,2,2,6,4.8,115.44605766069782,0.0,1.0,0.0,296.36605
5,5,142.0,0.0,0.0,1.0,30.0,0,0.0,0.0,1.0,0,1,27,0.0,0.0,1.0,0.0,0,2,2,3,3,6,2.3,228.62856932132058,0.0,0.0,1.0,334.10207
2,1,91.0,0.0,0.0,1.0,58.0,0,1.0,0.0,0.0,1,1,21,0.0,1.0,0.0,0.0,0,2,2,2,1,6,3.19,71.1519116239437,0.0,0.0,1.0,174.75451
5,5,140.0,0.0,0.0,1.0,57.0,2,0.0,0.0,1.0,1,0,16,0.0,1.0,0.0,0.0,0,3,2,2,1,16,2.73,225.6,0.0,1.0,0.0,351.20087
1,1,59.0,1.0,0.0,0.0,19.0,3,0.0,0.0,1.0,1,0,27,0.0,1.0,0.0,0.0,0,3,3,2,3,46,2.53,91.94620452518849,0.0,0.0,1.0,356.92534
2,3,119.0,0.0,1.0,0.0,61.0,0,0.0,1.0,0.0,0,1,14,0.0,0.0,1.0,0.0,0,3,1,2,2,6,1.93,118.0,1.0,0.0,0.0,108.05531
1,2,59.0,1.0,0.0,0.0,10.0,0,1.0,0.0,0.0,0,1,45,0.0,0.0,0.0,1.0,0,2,3,3,1,6,1.59,36.0,0.0,1.0,0.0,282.70442
3,3,125.0,1.0,0.0,0.0,41.0,0,0.0,0.0,1.0,1,1,46,0.0,1.0,0.0,0.0,0,3,3,2,2,6,3.4,201.6,0.0,0.0,1.0,419.36075
1,1,58.0,0.0,1.0,0.0,18.0,0,1.0,0.0,0.0,0,1,1,0.0,1.0,0.0,0.0,0,2,1,3,1,6,3.31,34.8,0.0,0.0,1.0,94.30711333333333
1,1,29.0,0.0,1.0,0.0,49.0,1,0.0,0.0,1.0,0,1,38,0.0,0.0,1.0,0.0,0,3,3,1,2,14,2.94,48.0,1.0,0.0,0.0,55.09377
4,4,148.0,1.0,0.0,0.0,54.0,2,0.0,0.0,1.0,0,0,38,0.0,1.0,0.0,0.0,0,2,2,2,1,16,3.26,240.5775636344491,0.0,1.0,0.0,449.47079
1,1,95.0,0.0,1.0,0.0,35.0,2,1.0,0.0,0.0,1,1,33,0.0,1.0,0.0,0.0,0,2,2,3,3,16,2.05,72.32661243890816,0.0,0.0,1.0,131.99958
2,2,95.0,0.0,0.0,1.0,63.0,0,1.0,0.0,0.0,1,1,22,0.0,1.0,0.0,0.0,0,3,1,3,3,6,3.07,77.51615293712648,0.0,1.0,0.0,251.4986
2,1,68.0,0.0,0.0,1.0,25.0,2,0.0,0.0,1.0,0,1,25,1.0,0.0,0.0,0.0,0,2,2,3,2,16,2.87,108.8,1.0,0.0,0.0,179.10041
2,3,125.0,0.0,1.0,0.0,13.0,3,0.0,0.0,1.0,0,0,43,0.0,1.0,0.0,0.0,0,1,3,2,2,46,3.1,199.16636998157094,0.0,0.0,1.0,190.89413
2,1,61.0,0.0,1.0,0.0,53.0,0,0.0,1.0,0.0,0,1,3,0.0,0.0,0.0,1.0,0,2,1,1,3,6,2.5,61.0,0.0,0.0,1.0,94.32593
3,3,101.0,0.0,0.0,1.0,52.0,2,1.0,0.0,0.0,1,1,26,0.0,0.0,0.0,1.0,0,3,2,3,2,16,1.91,79.64972925564835,1.0,0.0,0.0,195.01056
1,1,45.0,0.0,1.0,0.0,68.0,2,0.0,0.0,1.0,1,0,16,0.0,0.0,1.0,0.0,0,2,2,2,1,16,3.33,72.0,0.0,1.0,0.0,117.54738
2,1,91.0,0.0,1.0,0.0,21.0,0,0.0,1.0,0.0,1,1,30,1.0,0.0,0.0,0.0,0,2,2,3,2,6,1.63,67.94719291109718,1.0,0.0,0.0,98.67955
3,4,135.0,0.0,1.0,0.0,49.0,2,0.0,1.0,0.0,0,1,17,0.0,1.0,0.0,0.0,0,2,2,2,3,16,3.1,104.79530347280286,0.0,0.0,1.0,180.02624
5,5,142.0,1.0,0.0,0.0,35.0,3,0.0,1.0,0.0,0,0,46,0.0,0.0,1.0,0.0,0,3,2,2,2,46,3.69,121.04677883629711,1.0,0.0,0.0,366.2329
4,4,133.0,1.0,0.0,0.0,47.0,0,0.0,1.0,0.0,0,0,45,0.0,0.0,1.0,0.0,0,1,3,2,3,6,3.66,109.51495611704875,0.0,0.0,1.0,291.84608
2,1,65.0,1.0,0.0,0.0,24.0,0,0.0,0.0,1.0,0,0,20,0.0,1.0,0.0,0.0,0,3,2,3,1,6,2.74,102.9360424438642,0.0,0.0,1.0,235.64261
2,2,66.0,1.0,0.0,0.0,53.0,3,0.0,1.0,0.0,0,1,19,0.0,0.0,0.0,1.0,0,2,2,2,3,46,4.52,56.971866582749485,1.0,0.0,0.0,314.98402
1,1,98.0,1.0,0.0,0.0,61.0,0,0.0,0.0,1.0,0,1,24,1.0,0.0,0.0,0.0,0,2,1,2,1,6,2.32,156.10501827241754,1.0,0.0,0.0,225.40154
1,1,49.0,1.0,0.0,0.0,35.0,0,1.0,0.0,0.0,1,1,37,1.0,0.0,0.0,0.0,0,1,1,1,2,6,1.83,36.88725229982428,1.0,0.0,0.0,89.20655
1,1,31.0,1.0,0.0,0.0,58.0,2,0.0,0.0,1.0,0,1,44,0.0,0.0,1.0,0.0,0,2,2,1,3,16,2.51,46.4,1.0,0.0,0.0,135.97201
4,4,129.0,1.0,0.0,0.0,37.0,1,0.0,1.0,0.0,0,1,33,1.0,0.0,0.0,0.0,0,3,2,3,3,14,2.3,130.0,1.0,0.0,0.0,342.50873
1,1,38.0,0.0,0.0,1.0,31.0,0,0.0,0.0,1.0,1,1,3,0.0,1.0,0.0,0.0,0,1,2,2,3,6,2.0,62.4,0.0,0.0,1.0,163.99051
1,1,25.0,1.0,0.0,0.0,61.0,0,1.0,0.0,0.0,0,1,43,0.0,1.0,0.0,0.0,0,3,1,1,2,6,2.8,20.259528042524813,0.0,0.0,1.0,132.44417
1,1,43.0,0.0,0.0,1.0,22.0,1,1.0,0.0,0.0,1,1,31,0.0,0.0,0.0,1.0,0,2,3,3,1,14,3.23,35.471081928262905,0.0,1.0,0.0,201.02968
1,1,54.0,0.0,1.0,0.0,13.0,2,1.0,0.0,0.0,0,0,19,0.0,0.0,1.0,0.0,0,2,3,3,3,16,2.28,40.752500107915196,0.0,0.0,1.0,96.35763
1,1,98.0,0.0,0.0,1.0,56.0,1,1.0,0.0,0.0,0,1,15,0.0,0.0,0.0,1.0,0,2,3,2,1,14,4.66,58.2,0.0,0.0,1.0,198.23561
1,1,53.0,0.0,0.0,1.0,67.0,0,0.0,1.0,0.0,1,1,15,1.0,0.0,0.0,0.0,0,3,3,3,2,6,2.33,52.0,1.0,0.0,0.0,116.57241
1,1,42.0,0.0,1.0,0.0,61.0,0,0.0,0.0,1.0,1,1,22,0.0,0.0,0.0,1.0,0,3,2,3,2,6,4.83,68.11618010058933,0.0,0.0,1.0,98.52152
3,3,112.0,1.0,0.0,0.0,42.0,0,1.0,0.0,0.0,0,1,9,1.0,0.0,0.0,0.0,0,2,2,1,2,6,1.95,67.2,1.0,0.0,0.0,215.00881
3,2,124.0,0.0,1.0,0.0,35.0,0,0.0,0.0,1.0,1,1,19,0.0,0.0,0.0,1.0,0,2,3,2,2,6,4.47,198.4,0.0,1.0,0.0,207.93891
1,3,119.0,1.0,0.0,0.0,32.0,0,1.0,0.0,0.0,0,1,2,0.0,0.0,1.0,0.0,0,2,3,2,2,6,1.41,71.4,0.0,0.0,1.0,309.76046
2,3,115.0,0.0,0.0,1.0,12.0,1,1.0,0.0,0.0,0,1,33,1.0,0.0,0.0,0.0,0,2,2,3,2,14,1.89,94.8335451114707,0.0,1.0,0.0,284.75563
1,1,49.0,0.0,0.0,1.0,45.0,2,0.0,0.0,1.0,0,1,1,1.0,0.0,0.0,0.0,0,3,2,2,2,16,1.47,76.89662400323438,0.0,1.0,0.0,253.43964
1,1,28.0,0.0,0.0,1.0,53.0,0,0.0,0.0,1.0,0,0,37,0.0,1.0,0.0,0.0,0,1,2,3,2,6,2.49,48.0,0.0,1.0,0.0,144.2613
1,1,34.0,0.0,1.0,0.0,58.0,0,0.0,0.0,1.0,0,0,36,1.0,0.0,0.0,0.0,0,3,2,1,2,6,2.94,52.8,1.0,0.0,0.0,37.92018
2,1,104.0,1.0,0.0,0.0,55.0,1,0.0,0.0,1.0,0,0,45,1.0,0.0,0.0,0.0,0,2,3,3,2,14,2.94,165.82830804030883,1.0,0.0,0.0,244.74233
2,2,70.0,1.0,0.0,0.0,43.0,2,1.0,0.0,0.0,0,1,19,0.0,0.0,0.0,1.0,0,1,1,3,3,16,2.82,53.962910993369185,0.0,1.0,0.0,290.1114933333333
1,1,59.0,0.0,0.0,1.0,32.0,0,0.0,1.0,0.0,0,1,25,0.0,0.0,1.0,0.0,0,2,2,2,2,6,2.85,47.8945799689877,0.0,1.0,0.0,206.10447
2,2,73.0,0.0,0.0,1.0,50.0,1,1.0,0.0,0.0,1,0,18,1.0,0.0,0.0,0.0,0,1,3,3,2,14,2.48,43.8,0.0,1.0,0.0,208.60241666666667
1,1,105.0,1.0,0.0,0.0,42.0,3,0.0,0.0,1.0,1,0,34,1.0,0.0,0.0,0.0,0,1,2,1,2,46,1.86,166.4,1.0,0.0,0.0,319.21529
3,5,146.0,0.0,0.0,1.0,32.0,0,0.0,1.0,0.0,0,1,14,0.0,0.0,1.0,0.0,0,1,2,2,2,6,3.02,118.72583206329658,0.0,0.0,1.0,272.90942
2,1,78.0,0.0,1.0,0.0,23.0,0,0.0,1.0,0.0,0,1,8,0.0,0.0,0.0,1.0,0,2,2,1,2,6,2.45,58.91212778581639,0.0,0.0,1.0,111.7493
1,2,65.0,1.0,0.0,0.0,41.0,0,1.0,0.0,0.0,1,1,47,0.0,0.0,1.0,0.0,0,2,2,3,2,6,1.65,38.4,1.0,0.0,0.0,138.75448
1,1,48.0,1.0,0.0,0.0,19.0,2,0.0,0.0,1.0,0,1,4,0.0,0.0,1.0,0.0,0,2,1,2,2,16,1.59,72.0,1.0,0.0,0.0,191.10104
2,3,102.0,0.0,1.0,0.0,60.0,0,0.0,0.0,1.0,0,0,9,1.0,0.0,0.0,0.0,0,2,2,1,3,6,1.59,162.14762879017488,1.0,0.0,0.0,99.84691
